President;Date;Approve;Disapprove;Inaug;Days
Obama;8/13/2009;54;39;1/20/09;205
Obama;08/12/2009;53;40;1/20/09;204
Obama;08/11/2009;53;40;1/20/09;203
Obama;08/10/2009;54;40;1/20/09;202
Obama;08/09/2009;55;38;1/20/09;201
Obama;08/08/2009;55;38;1/20/09;200
Obama;08/07/2009;58;36;1/20/09;199
Obama;08/06/2009;58;36;1/20/09;198
Obama;08/05/2009;56;37;1/20/09;197
Obama;08/04/2009;56;37;1/20/09;196
Obama;08/03/2009;55;38;1/20/09;195
Obama;08/02/2009;56;38;1/20/09;194
Obama;08/01/2009;55;39;1/20/09;193
Obama;7/31/2009;56;38;1/20/09;192
Obama;7/30/2009;54;40;1/20/09;191
Obama;7/29/2009;52;41;1/20/09;190
Obama;7/28/2009;53;39;1/20/09;189
Obama;7/27/2009;54;37;1/20/09;188
Obama;7/26/2009;56;36;1/20/09;187
Obama;7/25/2009;56;37;1/20/09;186
Obama;7/24/2009;55;39;1/20/09;185
Obama;7/23/2009;56;39;1/20/09;184
Obama;7/22/2009;55;39;1/20/09;183
Obama;7/21/2009;57;36;1/20/09;182
Obama;7/20/2009;59;34;1/20/09;181
Obama;7/19/2009;61;32;1/20/09;180
Obama;7/18/2009;60;33;1/20/09;179
Obama;7/17/2009;60;33;1/20/09;178
Obama;7/16/2009;58;36;1/20/09;177
Obama;7/15/2009;58;34;1/20/09;176
Obama;7/14/2009;59;33;1/20/09;175
Obama;7/13/2009;60;32;1/20/09;174
Obama;07/12/2009;59;33;1/20/09;173
Obama;07/11/2009;58;35;1/20/09;172
Obama;07/10/2009;58;35;1/20/09;171
Obama;07/09/2009;58;36;1/20/09;170
Obama;07/08/2009;57;36;1/20/09;169
Obama;07/07/2009;56;36;1/20/09;168
Obama;07/06/2009;58;35;1/20/09;167
Obama;07/05/2009;59;34;1/20/09;166
Obama;07/03/2009;60;33;1/20/09;164
Obama;07/02/2009;62;31;1/20/09;163
Obama;07/01/2009;61;30;1/20/09;162
Obama;6/30/2009;63;30;1/20/09;161
Obama;6/29/2009;60;32;1/20/09;160
Obama;6/28/2009;59;34;1/20/09;159
Obama;6/27/2009;57;35;1/20/09;158
Obama;6/26/2009;59;33;1/20/09;157
Obama;6/25/2009;59;33;1/20/09;156
Obama;6/24/2009;61;32;1/20/09;155
Obama;6/23/2009;60;34;1/20/09;154
Obama;6/22/2009;60;33;1/20/09;153
Obama;6/21/2009;57;35;1/20/09;152
Obama;6/20/2009;57;35;1/20/09;151
Obama;6/18/2009;58;33;1/20/09;149
Obama;6/17/2009;61;32;1/20/09;148
Obama;6/16/2009;61;32;1/20/09;147
Obama;6/15/2009;62;30;1/20/09;146
Obama;6/14/2009;61;31;1/20/09;145
Obama;6/13/2009;62;30;1/20/09;144
Obama;06/12/2009;63;29;1/20/09;143
Obama;06/11/2009;61;31;1/20/09;142
Obama;06/10/2009;60;33;1/20/09;141
Obama;06/09/2009;59;34;1/20/09;140
Obama;06/08/2009;61;34;1/20/09;139
Obama;06/07/2009;62;32;1/20/09;138
Obama;06/06/2009;62;32;1/20/09;137
Obama;06/05/2009;62;31;1/20/09;136
Obama;06/04/2009;62;31;1/20/09;135
Obama;06/03/2009;63;30;1/20/09;134
Obama;06/02/2009;63;29;1/20/09;133
Obama;06/01/2009;64;30;1/20/09;132
Obama;5/31/2009;62;30;1/20/09;131
Obama;5/30/2009;63;30;1/20/09;130
Obama;5/29/2009;62;30;1/20/09;129
Obama;5/28/2009;64;29;1/20/09;128
Obama;5/27/2009;64;30;1/20/09;127
Obama;5/26/2009;65;28;1/20/09;126
Obama;5/24/2009;64;27;1/20/09;124
Obama;5/23/2009;64;27;1/20/09;123
Obama;5/22/2009;62;28;1/20/09;122
Obama;5/21/2009;64;30;1/20/09;121
Obama;5/20/2009;64;29;1/20/09;120
Obama;5/19/2009;65;29;1/20/09;119
Obama;5/18/2009;63;29;1/20/09;118
Obama;5/17/2009;64;28;1/20/09;117
Obama;5/16/2009;63;30;1/20/09;116
Obama;5/15/2009;65;28;1/20/09;115
Obama;5/14/2009;63;29;1/20/09;114
Obama;5/13/2009;64;28;1/20/09;113
Obama;05/12/2009;64;29;1/20/09;112
Obama;05/11/2009;65;29;1/20/09;111
Obama;05/10/2009;66;27;1/20/09;110
Obama;05/09/2009;66;28;1/20/09;109
Obama;05/08/2009;66;28;1/20/09;108
Obama;05/07/2009;66;28;1/20/09;107
Obama;05/06/2009;67;26;1/20/09;106
Obama;05/05/2009;66;27;1/20/09;105
Obama;05/04/2009;67;27;1/20/09;104
Obama;05/03/2009;67;27;1/20/09;103
Obama;05/02/2009;68;26;1/20/09;102
Obama;05/01/2009;67;28;1/20/09;101
Obama;4/30/2009;65;29;1/20/09;100
Obama;4/29/2009;63;31;1/20/09;99
Obama;4/28/2009;63;31;1/20/09;98
Obama;4/27/2009;63;31;1/20/09;97
Obama;4/26/2009;65;29;1/20/09;96
Obama;4/25/2009;65;29;1/20/09;95
Obama;4/24/2009;66;27;1/20/09;94
Obama;4/23/2009;65;28;1/20/09;93
Obama;4/22/2009;65;29;1/20/09;92
Obama;4/21/2009;64;28;1/20/09;91
Obama;4/20/2009;63;28;1/20/09;90
Obama;4/19/2009;63;28;1/20/09;89
Obama;4/18/2009;62;29;1/20/09;88
Obama;4/17/2009;61;31;1/20/09;87
Obama;4/16/2009;62;30;1/20/09;86
Obama;4/15/2009;62;30;1/20/09;85
Obama;4/14/2009;63;28;1/20/09;84
Obama;4/13/2009;62;29;1/20/09;83
Obama;04/11/2009;63;28;1/20/09;81
Obama;04/10/2009;62;28;1/20/09;80
Obama;04/09/2009;60;28;1/20/09;79
Obama;04/08/2009;59;29;1/20/09;78
Obama;04/07/2009;60;28;1/20/09;77
Obama;04/06/2009;61;28;1/20/09;76
Obama;04/05/2009;61;27;1/20/09;75
Obama;04/04/2009;62;27;1/20/09;74
Obama;04/03/2009;63;27;1/20/09;73
Obama;04/02/2009;62;28;1/20/09;72
Obama;04/01/2009;61;29;1/20/09;71
Obama;3/31/2009;60;29;1/20/09;70
Obama;3/30/2009;59;30;1/20/09;69
Obama;3/29/2009;60;30;1/20/09;68
Obama;3/28/2009;60;31;1/20/09;67
Obama;3/27/2009;62;29;1/20/09;66
Obama;3/26/2009;62;27;1/20/09;65
Obama;3/25/2009;62;29;1/20/09;64
Obama;3/24/2009;63;27;1/20/09;63
Obama;3/23/2009;63;27;1/20/09;62
Obama;3/22/2009;65;26;1/20/09;61
Obama;3/21/2009;65;26;1/20/09;60
Obama;3/20/2009;64;26;1/20/09;59
Obama;3/19/2009;62;27;1/20/09;58
Obama;3/18/2009;62;27;1/20/09;57
Obama;3/17/2009;61;28;1/20/09;56
Obama;3/16/2009;62;27;1/20/09;55
Obama;3/15/2009;61;28;1/20/09;54
Obama;3/14/2009;61;29;1/20/09;53
Obama;3/13/2009;61;28;1/20/09;52
Obama;03/12/2009;62;27;1/20/09;51
Obama;03/11/2009;63;27;1/20/09;50
Obama;03/10/2009;62;27;1/20/09;49
Obama;03/09/2009;62;26;1/20/09;48
Obama;03/08/2009;62;25;1/20/09;47
Obama;03/07/2009;62;26;1/20/09;46
Obama;03/06/2009;62;26;1/20/09;45
Obama;03/05/2009;62;28;1/20/09;44
Obama;03/04/2009;62;28;1/20/09;43
Obama;03/03/2009;61;28;1/20/09;42
Obama;03/02/2009;62;26;1/20/09;41
Obama;03/01/2009;63;25;1/20/09;40
Obama;2/28/2009;64;23;1/20/09;39
Obama;2/27/2009;67;21;1/20/09;38
Obama;2/26/2009;67;21;1/20/09;37
Obama;2/25/2009;65;21;1/20/09;36
Obama;2/24/2009;61;24;1/20/09;35
Obama;2/23/2009;59;25;1/20/09;34
Obama;2/22/2009;62;25;1/20/09;33
Obama;2/20/2009;63;24;1/20/09;31
Obama;2/19/2009;63;24;1/20/09;30
Obama;2/18/2009;62;25;1/20/09;29
Obama;2/17/2009;62;25;1/20/09;28
Obama;2/16/2009;62;25;1/20/09;27
Obama;2/15/2009;64;23;1/20/09;26
Obama;2/14/2009;66;21;1/20/09;25
Obama;02/12/2009;66;21;1/20/09;23
Obama;02/11/2009;64;21;1/20/09;22
Obama;02/10/2009;63;22;1/20/09;21
Obama;02/09/2009;63;23;1/20/09;20
Obama;02/08/2009;66;21;1/20/09;19
Obama;02/07/2009;64;22;1/20/09;18
Obama;02/06/2009;65;20;1/20/09;17
Obama;02/05/2009;63;21;1/20/09;16
Obama;02/04/2009;65;20;1/20/09;15
Obama;02/03/2009;65;20;1/20/09;14
Obama;02/02/2009;66;19;1/20/09;13
Obama;02/01/2009;66;19;1/20/09;12
Obama;1/31/2009;67;18;1/20/09;11
Obama;1/30/2009;67;17;1/20/09;10
Obama;1/29/2009;66;17;1/20/09;9
Obama;1/28/2009;64;17;1/20/09;8
Obama;1/27/2009;64;16;1/20/09;7
Obama;1/26/2009;65;15;1/20/09;6
Obama;1/25/2009;67;14;1/20/09;5
Obama;1/24/2009;69;13;1/20/09;4
Obama;1/23/2009;68;12;1/20/09;3
Bush 2;01/11/2009;34;61;1/20/01;2913
Bush 2;12/14/2008;29;67;1/20/01;2885
Bush 2;12/07/2008;32;61;1/20/01;2878
Bush 2;11/16/2008;29;66;1/20/01;2857
Bush 2;11/09/2008;28;68;1/20/01;2850
Bush 2;11/02/2008;25;70;1/20/01;2843
Bush 2;10/26/2008;31;66;1/20/01;2836
Bush 2;10/12/2008;25;71;1/20/01;2822
Bush 2;10/05/2008;25;70;1/20/01;2815
Bush 2;9/27/2008;27;69;1/20/01;2807
Bush 2;09/07/2008;33;64;1/20/01;2787
Bush 2;8/23/2008;29;66;1/20/01;2772
Bush 2;08/10/2008;33;61;1/20/01;2759
Bush 2;7/27/2008;32;65;1/20/01;2745
Bush 2;7/13/2008;31;61;1/20/01;2731
Bush 2;6/19/2008;28;68;1/20/01;2707
Bush 2;06/12/2008;30;64;1/20/01;2700
Bush 2;06/01/2008;28;68;1/20/01;2689
Bush 2;05/03/2008;28;67;1/20/01;2660
Bush 2;4/20/2008;28;69;1/20/01;2647
Bush 2;04/09/2008;28;67;1/20/01;2636
Bush 2;3/16/2008;32;64;1/20/01;2612
Bush 2;03/09/2008;32;64;1/20/01;2605
Bush 2;2/24/2008;32;62;1/20/01;2591
Bush 2;2/14/2008;31;65;1/20/01;2581
Bush 2;02/10/2008;33;61;1/20/01;2577
Bush 2;02/02/2008;34;61;1/20/01;2569
Bush 2;1/13/2008;34;60;1/20/01;2549
Bush 2;01/06/2008;32;64;1/20/01;2542
Bush 2;12/16/2007;32;65;1/20/01;2521
Bush 2;12/09/2007;37;57;1/20/01;2514
Bush 2;12/02/2007;34;62;1/20/01;2507
Bush 2;11/14/2007;32;61;1/20/01;2489
Bush 2;11/04/2007;31;64;1/20/01;2479
Bush 2;10/14/2007;32;64;1/20/01;2458
Bush 2;10/07/2007;32;64;1/20/01;2451
Bush 2;9/16/2007;36;62;1/20/01;2430
Bush 2;09/08/2007;33;62;1/20/01;2422
Bush 2;8/16/2007;32;63;1/20/01;2399
Bush 2;08/05/2007;34;62;1/20/01;2388
Bush 2;7/15/2007;31;63;1/20/01;2367
Bush 2;07/08/2007;29;66;1/20/01;2360
Bush 2;6/14/2007;32;65;1/20/01;2336
Bush 2;06/03/2007;32;62;1/20/01;2325
Bush 2;5/13/2007;33;62;1/20/01;2304
Bush 2;05/06/2007;34;63;1/20/01;2297
Bush 2;4/15/2007;36;60;1/20/01;2276
Bush 2;04/05/2007;38;58;1/20/01;2266
Bush 2;3/25/2007;34;62;1/20/01;2255
Bush 2;3/14/2007;35;61;1/20/01;2244
Bush 2;03/04/2007;33;63;1/20/01;2234
Bush 2;02/11/2007;37;59;1/20/01;2213
Bush 2;02/04/2007;32;65;1/20/01;2206
Bush 2;1/14/2007;34;63;1/20/01;2185
Bush 2;01/07/2007;37;59;1/20/01;2178
Bush 2;12/14/2006;35;61;1/20/01;2154
Bush 2;12/10/2006;38;59;1/20/01;2150
Bush 2;11/12/2006;33;62;1/20/01;2122
Bush 2;11/05/2006;38;56;1/20/01;2115
Bush 2;10/22/2006;37;58;1/20/01;2101
Bush 2;10/12/2006;37;57;1/20/01;2091
Bush 2;10/08/2006;37;59;1/20/01;2087
Bush 2;9/17/2006;44;51;1/20/01;2066
Bush 2;09/10/2006;39;56;1/20/01;2059
Bush 2;8/20/2006;42;54;1/20/01;2038
Bush 2;08/10/2006;37;59;1/20/01;2028
Bush 2;7/30/2006;40;56;1/20/01;2017
Bush 2;7/23/2006;37;59;1/20/01;2010
Bush 2;07/09/2006;40;55;1/20/01;1996
Bush 2;6/25/2006;37;60;1/20/01;1982
Bush 2;06/11/2006;38;56;1/20/01;1968
Bush 2;06/04/2006;36;57;1/20/01;1961
Bush 2;05/11/2006;33;61;1/20/01;1937
Bush 2;05/07/2006;31;65;1/20/01;1933
Bush 2;4/30/2006;34;63;1/20/01;1926
Bush 2;4/13/2006;36;59;1/20/01;1909
Bush 2;04/09/2006;37;60;1/20/01;1905
Bush 2;3/16/2006;37;59;1/20/01;1881
Bush 2;03/12/2006;36;60;1/20/01;1877
Bush 2;03/01/2006;38;60;1/20/01;1866
Bush 2;02/12/2006;39;56;1/20/01;1849
Bush 2;02/09/2006;42;55;1/20/01;1846
Bush 2;1/22/2006;43;54;1/20/01;1828
Bush 2;01/12/2006;43;53;1/20/01;1818
Bush 2;01/08/2006;43;54;1/20/01;1814
Bush 2;12/22/2005;43;53;1/20/01;1797
Bush 2;12/18/2005;41;56;1/20/01;1793
Bush 2;12/11/2005;42;55;1/20/01;1786
Bush 2;12/08/2005;43;51;1/20/01;1783
Bush 2;11/20/2005;38;56;1/20/01;1765
Bush 2;11/13/2005;36;60;1/20/01;1758
Bush 2;11/10/2005;40;54;1/20/01;1755
Bush 2;10/30/2005;40;56;1/20/01;1744
Bush 2;10/27/2005;40;55;1/20/01;1741
Bush 2;10/23/2005;41;54;1/20/01;1737
Bush 2;10/16/2005;39;57;1/20/01;1730
Bush 2;9/28/2005;45;50;1/20/01;1712
Bush 2;9/18/2005;39;57;1/20/01;1702
Bush 2;9/15/2005;44;52;1/20/01;1699
Bush 2;09/11/2005;46;50;1/20/01;1695
Bush 2;8/30/2005;45;52;1/20/01;1683
Bush 2;8/25/2005;39;55;1/20/01;1678
Bush 2;08/11/2005;45;50;1/20/01;1664
Bush 2;7/24/2005;48;47;1/20/01;1646
Bush 2;07/10/2005;48;48;1/20/01;1632
Bush 2;6/26/2005;41;52;1/20/01;1618
Bush 2;6/19/2005;47;50;1/20/01;1611
Bush 2;06/08/2005;47;48;1/20/01;1600
Bush 2;5/26/2005;47;47;1/20/01;1587
Bush 2;5/22/2005;45;50;1/20/01;1583
Bush 2;05/05/2005;50;45;1/20/01;1566
Bush 2;05/01/2005;47;49;1/20/01;1562
Bush 2;4/21/2005;47;48;1/20/01;1552
Bush 2;04/07/2005;50;44;1/20/01;1538
Bush 2;04/02/2005;47;48;1/20/01;1533
Bush 2;3/20/2005;51;44;1/20/01;1520
Bush 2;03/10/2005;52;43;1/20/01;1510
Bush 2;2/27/2005;52;45;1/20/01;1499
Bush 2;2/24/2005;51;45;1/20/01;1496
Bush 2;02/10/2005;48;47;1/20/01;1482
Bush 2;02/06/2005;57;39;1/20/01;1478
Bush 2;01/09/2005;51;44;1/20/01;1450
Bush 2;01/05/2005;51;44;1/20/01;1446
Bush 2;12/19/2004;49;46;1/20/01;1429
Bush 2;12/08/2004;52;44;1/20/01;1418
Bush 2;11/10/2004;53;44;1/20/01;1390
Bush 2;10/31/2004;47;47;1/20/01;1380
Bush 2;10/24/2004;50;46;1/20/01;1373
Bush 2;10/16/2004;51;46;1/20/01;1365
Bush 2;10/14/2004;48;48;1/20/01;1363
Bush 2;10/10/2004;47;48;1/20/01;1359
Bush 2;10/03/2004;49;48;1/20/01;1352
Bush 2;9/26/2004;53;44;1/20/01;1345
Bush 2;9/15/2004;51;45;1/20/01;1334
Bush 2;09/05/2004;51;46;1/20/01;1324
Bush 2;8/25/2004;49;46;1/20/01;1313
Bush 2;08/11/2004;51;45;1/20/01;1299
Bush 2;7/31/2004;46;49;1/20/01;1288
Bush 2;7/21/2004;48;47;1/20/01;1278
Bush 2;07/11/2004;47;49;1/20/01;1268
Bush 2;6/29/2004;52;44;1/20/01;1256
Bush 2;6/23/2004;47;48;1/20/01;1250
Bush 2;06/06/2004;48;49;1/20/01;1233
Bush 2;5/23/2004;46;48;1/20/01;1219
Bush 2;05/09/2004;46;50;1/20/01;1205
Bush 2;05/04/2004;48;48;1/20/01;1200
Bush 2;4/18/2004;51;44;1/20/01;1184
Bush 2;04/08/2004;51;45;1/20/01;1174
Bush 2;3/28/2004;54;43;1/20/01;1163
Bush 2;03/11/2004;51;45;1/20/01;1146
Bush 2;03/07/2004;50;46;1/20/01;1142
Bush 2;2/17/2004;52;45;1/20/01;1123
Bush 2;02/12/2004;51;45;1/20/01;1118
Bush 2;02/08/2004;51;44;1/20/01;1114
Bush 2;02/01/2004;51;46;1/20/01;1107
Bush 2;1/15/2004;53;43;1/20/01;1090
Bush 2;01/11/2004;58;37;1/20/01;1086
Bush 2;01/05/2004;60;35;1/20/01;1080
Bush 2;12/16/2003;62;34;1/20/01;1060
Bush 2;12/14/2003;55;40;1/20/01;1058
Bush 2;11/16/2003;50;46;1/20/01;1030
Bush 2;11/05/2003;53;43;1/20/01;1019
Bush 2;10/27/2003;62;34;1/20/01;1010
Bush 2;10/26/2003;53;42;1/20/01;1009
Bush 2;10/12/2003;55;40;1/20/01;995
Bush 2;10/08/2003;54;41;1/20/01;991
Bush 2;9/21/2003;49;47;1/20/01;974
Bush 2;09/10/2003;52;42;1/20/01;963
Bush 2;8/26/2003;59;37;1/20/01;948
Bush 2;08/06/2003;60;35;1/20/01;928
Bush 2;7/20/2003;59;37;1/20/01;911
Bush 2;07/09/2003;62;33;1/20/01;900
Bush 2;6/29/2003;61;35;1/20/01;890
Bush 2;6/15/2003;56;36;1/20/01;876
Bush 2;06/10/2003;61;34;1/20/01;871
Bush 2;06/01/2003;63;32;1/20/01;862
Bush 2;5/21/2003;65;30;1/20/01;851
Bush 2;05/07/2003;69;28;1/20/01;837
Bush 2;4/23/2003;70;26;1/20/01;823
Bush 2;4/16/2003;70;24;1/20/01;816
Bush 2;04/09/2003;68;26;1/20/01;809
Bush 2;04/06/2003;70;26;1/20/01;806
Bush 2;3/30/2003;70;25;1/20/01;799
Bush 2;3/25/2003;69;27;1/20/01;794
Bush 2;3/23/2003;70;25;1/20/01;792
Bush 2;3/15/2003;58;37;1/20/01;784
Bush 2;03/05/2003;57;37;1/20/01;774
Bush 2;2/26/2003;56;37;1/20/01;767
Bush 2;2/19/2003;57;37;1/20/01;760
Bush 2;02/09/2003;61;33;1/20/01;750
Bush 2;02/06/2003;59;34;1/20/01;747
Bush 2;02/02/2003;60;35;1/20/01;743
Bush 2;1/25/2003;59;35;1/20/01;735
Bush 2;1/22/2003;58;35;1/20/01;732
Bush 2;1/16/2003;61;33;1/20/01;726
Bush 2;01/12/2003;57;37;1/20/01;722
Bush 2;01/05/2003;63;31;1/20/01;715
Bush 2;12/22/2002;61;32;1/20/01;701
Bush 2;12/17/2002;63;32;1/20/01;696
Bush 2;12/08/2002;63;29;1/20/01;687
Bush 2;11/14/2002;66;25;1/20/01;663
Bush 2;11/10/2002;68;26;1/20/01;659
Bush 2;11/03/2002;63;29;1/20/01;652
Bush 2;10/22/2002;66;28;1/20/01;640
Bush 2;10/17/2002;62;30;1/20/01;635
Bush 2;10/06/2002;67;27;1/20/01;624
Bush 2;9/25/2002;67;26;1/20/01;613
Bush 2;9/18/2002;66;29;1/20/01;606
Bush 2;9/16/2002;70;25;1/20/01;604
Bush 2;09/08/2002;65;30;1/20/01;596
Bush 2;09/04/2002;66;28;1/20/01;592
Bush 2;8/21/2002;65;27;1/20/01;578
Bush 2;7/31/2002;70;23;1/20/01;557
Bush 2;7/28/2002;68;25;1/20/01;554
Bush 2;7/24/2002;68;24;1/20/01;550
Bush 2;07/11/2002;72;21;1/20/01;537
Bush 2;07/08/2002;75;18;1/20/01;534
Bush 2;6/23/2002;73;20;1/20/01;519
Bush 2;6/19/2002;74;19;1/20/01;515
Bush 2;06/08/2002;74;18;1/20/01;504
Bush 2;06/06/2002;70;23;1/20/01;502
Bush 2;5/29/2002;76;16;1/20/01;494
Bush 2;5/22/2002;76;17;1/20/01;487
Bush 2;05/09/2002;75;19;1/20/01;474
Bush 2;05/01/2002;77;19;1/20/01;466
Bush 2;4/24/2002;76;16;1/20/01;459
Bush 2;04/11/2002;74;19;1/20/01;446
Bush 2;04/07/2002;75;19;1/20/01;442
Bush 2;3/24/2002;78;17;1/20/01;428
Bush 2;3/20/2002;79;15;1/20/01;424
Bush 2;03/09/2002;79;14;1/20/01;413
Bush 2;03/07/2002;76;18;1/20/01;411
Bush 2;03/03/2002;80;14;1/20/01;407
Bush 2;02/10/2002;81;13;1/20/01;386
Bush 2;02/06/2002;81;14;1/20/01;382
Bush 2;1/27/2002;84;13;1/20/01;372
Bush 2;1/14/2002;82;12;1/20/01;359
Bush 2;12/16/2001;85;10;1/20/01;330
Bush 2;12/09/2001;85;10;1/20/01;323
Bush 2;11/27/2001;87;8;1/20/01;311
Bush 2;11/15/2001;84;11;1/20/01;299
Bush 2;11/11/2001;86;9;1/20/01;295
Bush 2;11/04/2001;87;8;1/20/01;288
Bush 2;10/21/2001;88;9;1/20/01;274
Bush 2;10/14/2001;89;8;1/20/01;267
Bush 2;10/07/2001;87;9;1/20/01;260
Bush 2;9/22/2001;89;6;1/20/01;245
Bush 2;9/15/2001;85;9;1/20/01;238
Bush 2;09/11/2001;51;39;1/20/01;234
Bush 2;8/26/2001;55;35;1/20/01;218
Bush 2;8/19/2001;57;33;1/20/01;211
Bush 2;08/12/2001;57;35;1/20/01;204
Bush 2;08/05/2001;55;34;1/20/01;197
Bush 2;7/22/2001;55;33;1/20/01;183
Bush 2;07/11/2001;57;34;1/20/01;172
Bush 2;07/01/2001;52;34;1/20/01;162
Bush 2;6/28/2001;50;42;1/20/01;159
Bush 2;6/17/2001;52;34;1/20/01;148
Bush 2;06/10/2001;55;35;1/20/01;141
Bush 2;5/20/2001;55;35;1/20/01;120
Bush 2;5/14/2001;56;31;1/20/01;114
Bush 2;05/09/2001;53;32;1/20/01;109
Bush 2;4/22/2001;62;29;1/20/01;92
Bush 2;04/08/2001;59;29;1/20/01;78
Bush 2;3/28/2001;52;29;1/20/01;67
Bush 2;03/11/2001;58;28;1/20/01;50
Bush 2;03/07/2001;62;21;1/20/01;46
Bush 2;2/21/2001;61;21;1/20/01;32
Bush 2;02/11/2001;57;24;1/20/01;22
Bush 2;02/04/2001;57;25;1/20/01;15
Clinton;1/14/2001;66;29;1/20/93;2916
Clinton;01/07/2001;63;31;1/20/93;2909
Clinton;12/17/2000;71;26;1/20/93;2888
Clinton;12/04/2000;59;35;1/20/93;2875
Clinton;11/15/2000;63;32;1/20/93;2856
Clinton;10/26/2000;56;38;1/20/93;2836
Clinton;10/09/2000;58;36;1/20/93;2819
Clinton;9/13/2000;60;34;1/20/93;2793
Clinton;09/03/2000;62;35;1/20/93;2783
Clinton;8/19/2000;61;35;1/20/93;2768
Clinton;08/12/2000;57;38;1/20/93;2761
Clinton;08/05/2000;63;32;1/20/93;2754
Clinton;7/26/2000;56;39;1/20/93;2744
Clinton;7/16/2000;59;36;1/20/93;2734
Clinton;07/09/2000;59;35;1/20/93;2727
Clinton;6/25/2000;54;39;1/20/93;2713
Clinton;06/07/2000;59;36;1/20/93;2695
Clinton;5/21/2000;57;36;1/20/93;2678
Clinton;05/07/2000;57;36;1/20/93;2664
Clinton;4/30/2000;58;39;1/20/93;2657
Clinton;04/02/2000;62;33;1/20/93;2629
Clinton;3/19/2000;55;39;1/20/93;2615
Clinton;03/12/2000;63;34;1/20/93;2608
Clinton;2/27/2000;56;39;1/20/93;2594
Clinton;2/15/2000;61;34;1/20/93;2582
Clinton;02/05/2000;62;33;1/20/93;2572
Clinton;1/26/2000;64;31;1/20/93;2562
Clinton;1/19/2000;61;35;1/20/93;2555
Clinton;1/16/2000;59;36;1/20/93;2552
Clinton;01/10/2000;63;34;1/20/93;2546
Clinton;12/21/1999;57;35;1/20/93;2526
Clinton;12/12/1999;56;41;1/20/93;2517
Clinton;11/21/1999;59;36;1/20/93;2496
Clinton;11/07/1999;58;38;1/20/93;2482
Clinton;10/24/1999;59;35;1/20/93;2468
Clinton;10/10/1999;56;38;1/20/93;2454
Clinton;9/26/1999;59;37;1/20/93;2440
Clinton;9/14/1999;60;38;1/20/93;2428
Clinton;8/26/1999;59;35;1/20/93;2409
Clinton;8/18/1999;59;35;1/20/93;2401
Clinton;08/04/1999;60;35;1/20/93;2387
Clinton;7/25/1999;64;30;1/20/93;2377
Clinton;7/18/1999;57;38;1/20/93;2370
Clinton;7/14/1999;58;36;1/20/93;2366
Clinton;6/27/1999;57;40;1/20/93;2349
Clinton;6/13/1999;61;34;1/20/93;2335
Clinton;06/05/1999;59;35;1/20/93;2327
Clinton;5/23/1999;56;39;1/20/93;2314
Clinton;05/09/1999;60;35;1/20/93;2300
Clinton;05/02/1999;60;36;1/20/93;2293
Clinton;4/27/1999;59;35;1/20/93;2288
Clinton;4/14/1999;59;35;1/20/93;2275
Clinton;04/07/1999;58;35;1/20/93;2268
Clinton;3/31/1999;64;31;1/20/93;2261
Clinton;3/21/1999;64;33;1/20/93;2251
Clinton;3/14/1999;61;34;1/20/93;2244
Clinton;03/07/1999;67;28;1/20/93;2237
Clinton;2/28/1999;65;30;1/20/93;2230
Clinton;2/21/1999;66;29;1/20/93;2223
Clinton;2/13/1999;66;31;1/20/93;2215
Clinton;02/09/1999;69;27;1/20/93;2211
Clinton;02/09/1999;62;34;1/20/93;2211
Clinton;02/08/1999;65;33;1/20/93;2210
Clinton;02/07/1999;59;37;1/20/93;2209
Clinton;1/27/1999;67;31;1/20/93;2198
Clinton;1/24/1999;69;29;1/20/93;2195
Clinton;1/17/1999;69;29;1/20/93;2188
Clinton;01/10/1999;67;30;1/20/93;2181
Clinton;01/06/1999;63;34;1/20/93;2177
Clinton;12/13/1998;63;34;1/20/93;2153
Clinton;12/06/1998;65;29;1/20/93;2146
Clinton;11/22/1998;65;30;1/20/93;2132
Clinton;11/15/1998;65;31;1/20/93;2125
Clinton;11/01/1998;65;30;1/20/93;2111
Clinton;10/25/1998;65;31;1/20/93;2104
Clinton;10/12/1998;65;31;1/20/93;2091
Clinton;10/07/1998;63;33;1/20/93;2086
Clinton;9/24/1998;65;30;1/20/93;2073
Clinton;9/21/1998;65;31;1/20/93;2070
Clinton;9/20/1998;59;34;1/20/93;2069
Clinton;9/15/1998;63;34;1/20/93;2064
Clinton;09/12/1998;63;34;1/20/93;2061
Clinton;09/10/1998;59;36;1/20/93;2059
Clinton;09/01/1998;62;32;1/20/93;2050
Clinton;8/23/1998;61;34;1/20/93;2041
Clinton;8/20/1998;60;34;1/20/93;2038
Clinton;8/18/1998;65;29;1/20/93;2036
Clinton;8/17/1998;61;32;1/20/93;2035
Clinton;08/12/1998;64;29;1/20/93;2030
Clinton;08/08/1998;63;31;1/20/93;2026
Clinton;7/29/1998;64;31;1/20/93;2016
Clinton;7/14/1998;63;31;1/20/93;2001
Clinton;07/08/1998;61;33;1/20/93;1995
Clinton;6/23/1998;60;33;1/20/93;1980
Clinton;06/07/1998;60;33;1/20/93;1964
Clinton;05/10/1998;64;30;1/20/93;1936
Clinton;4/19/1998;63;30;1/20/93;1915
Clinton;04/01/1998;67;28;1/20/93;1897
Clinton;3/22/1998;65;28;1/20/93;1887
Clinton;3/16/1998;66;29;1/20/93;1881
Clinton;03/09/1998;63;31;1/20/93;1874
