President;Date;Approve;Disapprove;Inaug;Days
Obama;5/13/2011;48;45;1/20/09;843
Obama;05/12/2011;50;43;1/20/09;842
Obama;05/11/2011;51;42;1/20/09;841
Obama;05/10/2011;51;40;1/20/09;840
Obama;05/09/2011;52;40;1/20/09;839
Obama;05/08/2011;51;40;1/20/09;838
Obama;05/07/2011;51;41;1/20/09;837
Obama;05/06/2011;51;41;1/20/09;836
Obama;05/05/2011;51;41;1/20/09;835
Obama;05/04/2011;52;40;1/20/09;834
Obama;05/03/2011;50;42;1/20/09;833
Obama;05/02/2011;47;44;1/20/09;832
Obama;05/01/2011;46;45;1/20/09;831
Obama;4/30/2011;46;46;1/20/09;830
Obama;4/29/2011;45;47;1/20/09;829
Obama;4/28/2011;43;49;1/20/09;828
Obama;4/27/2011;42;49;1/20/09;827
Obama;4/26/2011;43;48;1/20/09;826
Obama;4/25/2011;44;47;1/20/09;825
Obama;4/23/2011;44;46;1/20/09;823
Obama;4/22/2011;44;47;1/20/09;822
Obama;4/21/2011;44;47;1/20/09;821
Obama;4/20/2011;43;49;1/20/09;820
Obama;4/19/2011;42;49;1/20/09;819
Obama;4/18/2011;44;48;1/20/09;818
Obama;4/17/2011;44;47;1/20/09;817
Obama;4/16/2011;44;47;1/20/09;816
Obama;4/15/2011;41;49;1/20/09;815
Obama;4/14/2011;41;50;1/20/09;814
Obama;4/13/2011;42;50;1/20/09;813
Obama;04/12/2011;44;48;1/20/09;812
Obama;04/11/2011;46;46;1/20/09;811
Obama;04/10/2011;45;46;1/20/09;810
Obama;04/09/2011;45;46;1/20/09;809
Obama;04/08/2011;44;47;1/20/09;808
Obama;04/07/2011;45;47;1/20/09;807
Obama;04/06/2011;45;47;1/20/09;806
Obama;04/05/2011;45;45;1/20/09;805
Obama;04/04/2011;46;45;1/20/09;804
Obama;04/03/2011;46;45;1/20/09;803
Obama;04/02/2011;46;46;1/20/09;802
Obama;04/01/2011;46;45;1/20/09;801
Obama;3/31/2011;47;44;1/20/09;800
Obama;3/30/2011;49;43;1/20/09;799
Obama;3/29/2011;49;44;1/20/09;798
Obama;3/28/2011;48;45;1/20/09;797
Obama;3/27/2011;45;48;1/20/09;796
Obama;3/26/2011;46;46;1/20/09;795
Obama;3/25/2011;47;46;1/20/09;794
Obama;3/24/2011;46;46;1/20/09;793
Obama;3/23/2011;45;46;1/20/09;792
Obama;3/22/2011;45;46;1/20/09;791
Obama;3/21/2011;44;46;1/20/09;790
Obama;3/20/2011;46;44;1/20/09;789
Obama;3/19/2011;46;45;1/20/09;788
Obama;3/18/2011;49;43;1/20/09;787
Obama;3/17/2011;51;42;1/20/09;786
Obama;3/16/2011;50;43;1/20/09;785
Obama;3/15/2011;48;44;1/20/09;784
Obama;3/13/2011;46;44;1/20/09;782
Obama;03/12/2011;46;45;1/20/09;781
Obama;03/11/2011;49;43;1/20/09;780
Obama;03/10/2011;47;45;1/20/09;779
Obama;03/09/2011;47;45;1/20/09;778
Obama;03/08/2011;45;48;1/20/09;777
Obama;03/07/2011;46;46;1/20/09;776
Obama;03/06/2011;47;45;1/20/09;775
Obama;03/05/2011;47;45;1/20/09;774
Obama;03/04/2011;47;44;1/20/09;773
Obama;03/03/2011;45;46;1/20/09;772
Obama;03/02/2011;46;47;1/20/09;771
Obama;03/01/2011;45;46;1/20/09;770
Obama;2/28/2011;45;46;1/20/09;769
Obama;2/27/2011;47;44;1/20/09;768
Obama;2/26/2011;49;44;1/20/09;767
Obama;2/25/2011;50;42;1/20/09;766
Obama;2/24/2011;48;44;1/20/09;765
Obama;2/23/2011;46;46;1/20/09;764
Obama;2/22/2011;47;45;1/20/09;763
Obama;2/21/2011;46;45;1/20/09;762
Obama;2/20/2011;48;43;1/20/09;761
Obama;2/19/2011;48;44;1/20/09;760
Obama;2/18/2011;51;42;1/20/09;759
Obama;2/17/2011;49;43;1/20/09;758
Obama;2/16/2011;48;43;1/20/09;757
Obama;2/15/2011;46;46;1/20/09;756
Obama;2/14/2011;48;44;1/20/09;755
Obama;2/13/2011;49;43;1/20/09;754
Obama;02/12/2011;49;42;1/20/09;753
Obama;02/11/2011;48;44;1/20/09;752
Obama;02/10/2011;47;44;1/20/09;751
Obama;02/09/2011;48;44;1/20/09;750
Obama;02/08/2011;47;44;1/20/09;749
Obama;02/07/2011;46;45;1/20/09;748
Obama;02/05/2011;46;45;1/20/09;746
Obama;02/04/2011;45;47;1/20/09;745
Obama;02/03/2011;46;46;1/20/09;744
Obama;02/02/2011;48;45;1/20/09;743
Obama;02/01/2011;50;42;1/20/09;742
Obama;1/31/2011;50;41;1/20/09;741
Obama;1/30/2011;50;42;1/20/09;740
Obama;1/29/2011;50;41;1/20/09;739
Obama;1/28/2011;50;41;1/20/09;738
Obama;1/27/2011;49;41;1/20/09;737
Obama;1/26/2011;49;42;1/20/09;736
Obama;1/25/2011;49;43;1/20/09;735
Obama;1/24/2011;50;42;1/20/09;734
Obama;1/23/2011;50;42;1/20/09;733
Obama;1/22/2011;49;42;1/20/09;732
Obama;1/21/2011;51;41;1/20/09;731
Obama;1/20/2011;50;42;1/20/09;730
Obama;1/19/2011;51;42;1/20/09;729
Obama;1/18/2011;49;43;1/20/09;728
Obama;1/17/2011;50;42;1/20/09;727
Obama;1/16/2011;48;42;1/20/09;726
Obama;1/15/2011;49;42;1/20/09;725
Obama;1/14/2011;49;43;1/20/09;724
Obama;1/13/2011;49;43;1/20/09;723
Obama;01/12/2011;48;45;1/20/09;722
Obama;01/11/2011;48;44;1/20/09;721
Obama;01/09/2011;49;43;1/20/09;719
Obama;01/08/2011;48;43;1/20/09;718
Obama;01/07/2011;48;46;1/20/09;717
Obama;01/06/2011;46;48;1/20/09;716
Obama;01/05/2011;48;46;1/20/09;715
Obama;01/04/2011;49;45;1/20/09;714
Obama;01/03/2011;50;43;1/20/09;713
Obama;01/02/2011;50;42;1/20/09;712
Obama;12/29/2010;47;45;1/20/09;708
Obama;12/28/2010;47;46;1/20/09;707
Obama;12/27/2010;45;48;1/20/09;706
Obama;12/26/2010;46;46;1/20/09;705
Obama;12/23/2010;48;45;1/20/09;702
Obama;12/22/2010;49;45;1/20/09;701
Obama;12/20/2010;46;48;1/20/09;699
Obama;12/19/2010;46;45;1/20/09;698
Obama;12/18/2010;46;46;1/20/09;697
Obama;12/17/2010;46;45;1/20/09;696
Obama;12/16/2010;45;48;1/20/09;695
Obama;12/15/2010;45;46;1/20/09;694
Obama;12/14/2010;45;47;1/20/09;693
Obama;12/13/2010;46;45;1/20/09;692
Obama;12/12/2010;45;49;1/20/09;691
Obama;12/11/2010;46;47;1/20/09;690
Obama;12/10/2010;43;49;1/20/09;689
Obama;12/09/2010;45;47;1/20/09;688
Obama;12/07/2010;43;48;1/20/09;686
Obama;12/06/2010;46;47;1/20/09;685
Obama;12/05/2010;47;45;1/20/09;684
Obama;12/04/2010;48;43;1/20/09;683
Obama;12/03/2010;47;44;1/20/09;682
Obama;12/02/2010;45;47;1/20/09;681
Obama;12/01/2010;45;47;1/20/09;680
Obama;11/29/2010;47;45;1/20/09;678
Obama;11/28/2010;46;46;1/20/09;677
Obama;11/27/2010;45;47;1/20/09;676
Obama;11/26/2010;44;48;1/20/09;675
Obama;11/24/2010;44;48;1/20/09;673
Obama;11/23/2010;44;47;1/20/09;672
Obama;11/22/2010;46;46;1/20/09;671
Obama;11/21/2010;47;46;1/20/09;670
Obama;11/20/2010;46;47;1/20/09;669
Obama;11/19/2010;45;48;1/20/09;668
Obama;11/17/2010;46;47;1/20/09;666
Obama;11/16/2010;48;45;1/20/09;665
Obama;11/15/2010;48;45;1/20/09;664
Obama;11/14/2010;45;47;1/20/09;663
Obama;11/13/2010;43;49;1/20/09;662
Obama;11/12/2010;42;49;1/20/09;661
Obama;11/11/2010;43;49;1/20/09;660
Obama;11/10/2010;44;48;1/20/09;659
Obama;11/09/2010;44;48;1/20/09;658
Obama;11/08/2010;46;46;1/20/09;657
Obama;11/07/2010;47;46;1/20/09;656
Obama;11/06/2010;47;45;1/20/09;655
Obama;11/05/2010;45;47;1/20/09;654
Obama;11/04/2010;44;48;1/20/09;653
Obama;11/03/2010;44;49;1/20/09;652
Obama;11/02/2010;43;49;1/20/09;651
Obama;11/01/2010;44;48;1/20/09;650
Obama;10/31/2010;45;47;1/20/09;649
Obama;10/30/2010;47;47;1/20/09;648
Obama;10/29/2010;46;48;1/20/09;647
Obama;10/28/2010;46;48;1/20/09;646
Obama;10/27/2010;44;49;1/20/09;645
Obama;10/26/2010;44;48;1/20/09;644
Obama;10/25/2010;43;49;1/20/09;643
Obama;10/24/2010;43;48;1/20/09;642
Obama;10/23/2010;41;50;1/20/09;641
Obama;10/22/2010;43;48;1/20/09;640
Obama;10/21/2010;42;50;1/20/09;639
Obama;10/20/2010;46;46;1/20/09;638
Obama;10/19/2010;46;46;1/20/09;637
Obama;10/18/2010;48;44;1/20/09;636
Obama;10/17/2010;46;46;1/20/09;635
Obama;10/16/2010;44;48;1/20/09;634
Obama;10/15/2010;43;48;1/20/09;633
Obama;10/14/2010;44;48;1/20/09;632
Obama;10/13/2010;45;47;1/20/09;631
Obama;10/12/2010;45;48;1/20/09;630
Obama;10/11/2010;46;47;1/20/09;629
Obama;10/10/2010;46;48;1/20/09;628
Obama;10/09/2010;48;46;1/20/09;627
Obama;10/08/2010;47;46;1/20/09;626
Obama;10/06/2010;46;48;1/20/09;624
Obama;10/05/2010;43;50;1/20/09;623
Obama;10/04/2010;45;48;1/20/09;622
Obama;10/03/2010;46;48;1/20/09;621
Obama;10/02/2010;46;46;1/20/09;620
Obama;10/01/2010;46;46;1/20/09;619
Obama;9/30/2010;46;46;1/20/09;618
Obama;9/29/2010;47;47;1/20/09;617
Obama;9/28/2010;45;49;1/20/09;616
Obama;9/27/2010;45;49;1/20/09;615
Obama;9/26/2010;44;49;1/20/09;614
Obama;9/25/2010;44;49;1/20/09;613
Obama;9/24/2010;44;48;1/20/09;612
Obama;9/23/2010;44;48;1/20/09;611
Obama;9/22/2010;44;47;1/20/09;610
Obama;9/21/2010;43;48;1/20/09;609
Obama;9/20/2010;45;46;1/20/09;608
Obama;9/19/2010;47;46;1/20/09;607
Obama;9/18/2010;47;46;1/20/09;606
Obama;9/17/2010;45;49;1/20/09;605
Obama;9/16/2010;45;48;1/20/09;604
Obama;9/15/2010;45;48;1/20/09;603
Obama;9/14/2010;46;47;1/20/09;602
Obama;9/13/2010;47;46;1/20/09;601
Obama;09/12/2010;46;46;1/20/09;600
Obama;09/11/2010;46;46;1/20/09;599
Obama;09/10/2010;44;48;1/20/09;598
Obama;09/09/2010;45;47;1/20/09;597
Obama;09/08/2010;46;46;1/20/09;596
Obama;09/07/2010;45;47;1/20/09;595
Obama;09/06/2010;46;47;1/20/09;594
Obama;09/05/2010;44;49;1/20/09;593
Obama;09/04/2010;45;48;1/20/09;592
Obama;09/03/2010;43;49;1/20/09;591
Obama;09/02/2010;46;46;1/20/09;590
Obama;09/01/2010;46;45;1/20/09;589
Obama;8/31/2010;47;45;1/20/09;588
Obama;8/30/2010;45;47;1/20/09;587
Obama;8/29/2010;43;49;1/20/09;586
Obama;8/28/2010;43;49;1/20/09;585
Obama;8/27/2010;44;48;1/20/09;584
Obama;8/26/2010;44;49;1/20/09;583
Obama;8/25/2010;43;50;1/20/09;582
Obama;8/24/2010;42;51;1/20/09;581
Obama;8/23/2010;45;50;1/20/09;580
Obama;8/22/2010;44;49;1/20/09;579
Obama;8/21/2010;44;49;1/20/09;578
Obama;8/20/2010;43;50;1/20/09;577
Obama;8/19/2010;42;51;1/20/09;576
Obama;8/18/2010;41;52;1/20/09;575
Obama;8/17/2010;41;52;1/20/09;574
Obama;8/16/2010;42;51;1/20/09;573
Obama;8/15/2010;42;50;1/20/09;572
Obama;8/14/2010;42;49;1/20/09;571
Obama;8/13/2010;43;48;1/20/09;570
Obama;08/12/2010;44;48;1/20/09;569
Obama;08/11/2010;46;47;1/20/09;568
Obama;08/10/2010;45;48;1/20/09;567
Obama;08/09/2010;46;47;1/20/09;566
Obama;08/08/2010;45;48;1/20/09;565
Obama;08/07/2010;47;46;1/20/09;564
Obama;08/06/2010;46;47;1/20/09;563
Obama;08/05/2010;45;49;1/20/09;562
Obama;08/04/2010;45;48;1/20/09;561
Obama;08/03/2010;44;48;1/20/09;560
Obama;08/02/2010;45;46;1/20/09;559
Obama;08/01/2010;45;47;1/20/09;558
Obama;7/31/2010;44;47;1/20/09;557
Obama;7/30/2010;46;47;1/20/09;556
Obama;7/29/2010;45;47;1/20/09;555
Obama;7/28/2010;46;47;1/20/09;554
Obama;7/27/2010;45;49;1/20/09;553
Obama;7/26/2010;45;48;1/20/09;552
Obama;7/25/2010;46;47;1/20/09;551
Obama;7/24/2010;44;47;1/20/09;550
Obama;7/23/2010;44;47;1/20/09;549
Obama;7/22/2010;44;48;1/20/09;548
Obama;7/21/2010;46;46;1/20/09;547
Obama;7/20/2010;46;47;1/20/09;546
Obama;7/19/2010;47;45;1/20/09;545
Obama;7/18/2010;48;44;1/20/09;544
Obama;7/17/2010;49;44;1/20/09;543
Obama;7/16/2010;47;45;1/20/09;542
Obama;7/15/2010;44;48;1/20/09;541
Obama;7/14/2010;44;48;1/20/09;540
Obama;7/13/2010;45;47;1/20/09;539
Obama;07/12/2010;48;45;1/20/09;538
Obama;07/11/2010;47;46;1/20/09;537
Obama;07/10/2010;47;46;1/20/09;536
Obama;07/09/2010;46;47;1/20/09;535
Obama;07/08/2010;45;48;1/20/09;534
Obama;07/07/2010;44;48;1/20/09;533
Obama;07/06/2010;44;46;1/20/09;532
Obama;07/05/2010;44;46;1/20/09;531
Obama;07/03/2010;46;45;1/20/09;529
Obama;07/02/2010;47;46;1/20/09;528
Obama;07/01/2010;49;44;1/20/09;527
Obama;6/30/2010;47;45;1/20/09;526
Obama;6/29/2010;46;45;1/20/09;525
Obama;6/28/2010;46;45;1/20/09;524
Obama;6/27/2010;46;46;1/20/09;523
Obama;6/26/2010;45;46;1/20/09;522
Obama;6/25/2010;46;46;1/20/09;521
Obama;6/24/2010;45;45;1/20/09;520
Obama;6/23/2010;45;46;1/20/09;519
Obama;6/22/2010;45;46;1/20/09;518
Obama;6/21/2010;48;45;1/20/09;517
Obama;6/20/2010;49;44;1/20/09;516
Obama;6/19/2010;48;45;1/20/09;515
Obama;6/18/2010;45;46;1/20/09;514
Obama;6/17/2010;45;46;1/20/09;513
Obama;6/16/2010;46;44;1/20/09;512
Obama;6/15/2010;49;43;1/20/09;511
Obama;6/14/2010;49;44;1/20/09;510
Obama;6/13/2010;48;45;1/20/09;509
Obama;06/12/2010;46;46;1/20/09;508
Obama;06/11/2010;44;48;1/20/09;507
Obama;06/10/2010;45;48;1/20/09;506
Obama;06/09/2010;44;48;1/20/09;505
Obama;06/08/2010;47;45;1/20/09;504
Obama;06/07/2010;45;46;1/20/09;503
Obama;06/06/2010;47;44;1/20/09;502
Obama;06/05/2010;45;47;1/20/09;501
Obama;06/04/2010;46;47;1/20/09;500
Obama;06/03/2010;48;45;1/20/09;499
Obama;06/02/2010;49;45;1/20/09;498
Obama;06/01/2010;50;44;1/20/09;497
Obama;5/30/2010;47;46;1/20/09;495
Obama;5/29/2010;46;45;1/20/09;494
Obama;5/28/2010;45;47;1/20/09;493
Obama;5/27/2010;45;47;1/20/09;492
Obama;5/26/2010;46;47;1/20/09;491
Obama;5/25/2010;47;45;1/20/09;490
Obama;5/24/2010;48;44;1/20/09;489
Obama;5/23/2010;48;45;1/20/09;488
Obama;5/22/2010;48;45;1/20/09;487
Obama;5/20/2010;49;45;1/20/09;485
Obama;5/19/2010;48;44;1/20/09;484
Obama;5/18/2010;49;45;1/20/09;483
Obama;5/17/2010;46;46;1/20/09;482
Obama;5/16/2010;47;46;1/20/09;481
Obama;5/15/2010;48;44;1/20/09;480
Obama;5/14/2010;51;42;1/20/09;479
Obama;5/13/2010;52;41;1/20/09;478
Obama;05/12/2010;51;42;1/20/09;477
Obama;05/11/2010;49;43;1/20/09;476
Obama;05/10/2010;51;42;1/20/09;475
Obama;05/09/2010;50;43;1/20/09;474
Obama;05/08/2010;50;43;1/20/09;473
Obama;05/07/2010;49;43;1/20/09;472
Obama;05/06/2010;48;43;1/20/09;471
Obama;05/05/2010;50;42;1/20/09;470
Obama;05/04/2010;50;43;1/20/09;469
Obama;05/03/2010;50;45;1/20/09;468
Obama;05/02/2010;47;47;1/20/09;467
Obama;05/01/2010;47;46;1/20/09;466
Obama;4/30/2010;49;44;1/20/09;465
Obama;4/29/2010;49;45;1/20/09;464
Obama;4/27/2010;49;44;1/20/09;462
Obama;4/26/2010;51;42;1/20/09;461
Obama;4/25/2010;51;42;1/20/09;460
Obama;4/24/2010;50;43;1/20/09;459
Obama;4/23/2010;49;42;1/20/09;458
Obama;4/22/2010;50;42;1/20/09;457
Obama;4/21/2010;49;43;1/20/09;456
Obama;4/20/2010;49;45;1/20/09;455
Obama;4/19/2010;49;45;1/20/09;454
Obama;4/18/2010;48;46;1/20/09;453
Obama;4/17/2010;47;46;1/20/09;452
Obama;4/16/2010;46;46;1/20/09;451
Obama;4/15/2010;49;44;1/20/09;450
Obama;4/14/2010;49;45;1/20/09;449
Obama;4/13/2010;49;45;1/20/09;448
Obama;04/12/2010;46;46;1/20/09;447
Obama;04/11/2010;45;48;1/20/09;446
Obama;04/10/2010;45;48;1/20/09;445
Obama;04/09/2010;47;48;1/20/09;444
Obama;04/08/2010;49;46;1/20/09;443
Obama;04/07/2010;49;46;1/20/09;442
Obama;04/06/2010;50;45;1/20/09;441
Obama;04/05/2010;49;46;1/20/09;440
Obama;04/03/2010;48;46;1/20/09;438
Obama;04/02/2010;48;45;1/20/09;437
Obama;04/01/2010;50;43;1/20/09;436
Obama;3/31/2010;50;42;1/20/09;435
Obama;3/30/2010;50;43;1/20/09;434
Obama;3/29/2010;48;44;1/20/09;433
Obama;3/28/2010;48;46;1/20/09;432
Obama;3/27/2010;46;46;1/20/09;431
Obama;3/26/2010;48;45;1/20/09;430
Obama;3/25/2010;50;44;1/20/09;429
Obama;3/24/2010;51;42;1/20/09;428
Obama;3/23/2010;50;44;1/20/09;427
Obama;3/22/2010;51;43;1/20/09;426
Obama;3/21/2010;50;43;1/20/09;425
Obama;3/20/2010;50;43;1/20/09;424
Obama;3/18/2010;47;47;1/20/09;422
Obama;3/17/2010;46;48;1/20/09;421
Obama;3/16/2010;46;47;1/20/09;420
Obama;3/15/2010;48;44;1/20/09;419
Obama;3/14/2010;49;44;1/20/09;418
Obama;3/13/2010;49;44;1/20/09;417
Obama;03/12/2010;47;44;1/20/09;416
Obama;03/11/2010;46;45;1/20/09;415
Obama;03/10/2010;46;45;1/20/09;414
Obama;03/09/2010;48;44;1/20/09;413
Obama;03/08/2010;49;43;1/20/09;412
Obama;03/07/2010;49;44;1/20/09;411
Obama;03/06/2010;48;46;1/20/09;410
Obama;03/05/2010;47;46;1/20/09;409
Obama;03/04/2010;50;44;1/20/09;408
Obama;03/03/2010;50;43;1/20/09;407
Obama;03/02/2010;52;41;1/20/09;406
Obama;03/01/2010;50;43;1/20/09;405
Obama;2/28/2010;50;44;1/20/09;404
Obama;2/27/2010;50;45;1/20/09;403
Obama;2/26/2010;49;45;1/20/09;402
Obama;2/25/2010;50;42;1/20/09;401
Obama;2/24/2010;50;42;1/20/09;400
Obama;2/23/2010;51;43;1/20/09;399
Obama;2/22/2010;51;43;1/20/09;398
Obama;2/21/2010;49;43;1/20/09;397
Obama;2/20/2010;48;45;1/20/09;396
Obama;2/19/2010;48;45;1/20/09;395
Obama;2/18/2010;48;44;1/20/09;394
Obama;2/17/2010;51;41;1/20/09;393
Obama;2/16/2010;50;41;1/20/09;392
Obama;2/15/2010;52;41;1/20/09;391
Obama;2/14/2010;53;40;1/20/09;390
Obama;2/13/2010;53;40;1/20/09;389
Obama;02/12/2010;52;41;1/20/09;388
Obama;02/11/2010;51;42;1/20/09;387
Obama;02/10/2010;50;43;1/20/09;386
Obama;02/09/2010;51;41;1/20/09;385
Obama;02/08/2010;50;41;1/20/09;384
Obama;02/07/2010;51;41;1/20/09;383
Obama;02/06/2010;49;44;1/20/09;382
Obama;02/05/2010;50;43;1/20/09;381
Obama;02/04/2010;49;44;1/20/09;380
Obama;02/03/2010;50;44;1/20/09;379
Obama;02/02/2010;51;42;1/20/09;378
Obama;02/01/2010;51;42;1/20/09;377
Obama;1/31/2010;50;44;1/20/09;376
Obama;1/30/2010;48;46;1/20/09;375
Obama;1/29/2010;47;47;1/20/09;374
Obama;1/28/2010;48;45;1/20/09;373
Obama;1/27/2010;47;46;1/20/09;372
Obama;1/26/2010;48;46;1/20/09;371
Obama;1/25/2010;48;47;1/20/09;370
Obama;1/24/2010;48;47;1/20/09;369
Obama;1/23/2010;48;47;1/20/09;368
Obama;1/22/2010;47;47;1/20/09;367
Obama;1/21/2010;49;45;1/20/09;366
Obama;1/20/2010;49;44;1/20/09;365
Obama;1/19/2010;50;43;1/20/09;364
Obama;1/18/2010;50;43;1/20/09;363
Obama;1/17/2010;50;43;1/20/09;362
Obama;1/16/2010;50;42;1/20/09;361
Obama;1/15/2010;49;44;1/20/09;360
Obama;1/14/2010;49;45;1/20/09;359
Obama;1/13/2010;50;43;1/20/09;358
Obama;01/12/2010;50;42;1/20/09;357
Obama;01/11/2010;50;42;1/20/09;356
Obama;01/10/2010;49;44;1/20/09;355
Obama;01/09/2010;50;43;1/20/09;354
Obama;01/08/2010;52;41;1/20/09;353
Obama;01/07/2010;52;41;1/20/09;352
Obama;01/06/2010;52;42;1/20/09;351
Obama;01/05/2010;51;44;1/20/09;350
Obama;01/04/2010;50;44;1/20/09;349
Obama;01/03/2010;49;44;1/20/09;348
Obama;01/02/2010;51;43;1/20/09;347
Obama;12/30/2009;51;42;1/20/09;344
Obama;12/29/2009;53;41;1/20/09;343
Obama;12/28/2009;52;41;1/20/09;342
Obama;12/27/2009;51;43;1/20/09;341
Obama;12/23/2009;51;42;1/20/09;337
Obama;12/22/2009;50;44;1/20/09;336
Obama;12/21/2009;51;43;1/20/09;335
Obama;12/20/2009;49;46;1/20/09;334
Obama;12/19/2009;50;44;1/20/09;333
Obama;12/18/2009;50;43;1/20/09;332
Obama;12/17/2009;52;40;1/20/09;331
Obama;12/16/2009;51;41;1/20/09;330
Obama;12/15/2009;49;41;1/20/09;329
Obama;12/14/2009;48;42;1/20/09;328
Obama;12/13/2009;48;42;1/20/09;327
Obama;12/12/2009;48;43;1/20/09;326
Obama;12/11/2009;50;44;1/20/09;325
Obama;12/10/2009;50;44;1/20/09;324
Obama;12/07/2009;50;45;1/20/09;321
Obama;12/06/2009;47;46;1/20/09;320
Obama;12/05/2009;49;44;1/20/09;319
Obama;12/04/2009;52;41;1/20/09;318
Obama;12/03/2009;52;41;1/20/09;317
Obama;12/02/2009;51;42;1/20/09;316
Obama;12/01/2009;49;44;1/20/09;315
Obama;11/30/2009;51;42;1/20/09;314
Obama;11/29/2009;51;41;1/20/09;313
Obama;11/28/2009;51;41;1/20/09;312
Obama;11/27/2009;49;42;1/20/09;311
Obama;11/25/2009;49;44;1/20/09;309
Obama;11/24/2009;49;44;1/20/09;308
Obama;11/23/2009;49;44;1/20/09;307
Obama;11/22/2009;49;44;1/20/09;306
Obama;11/21/2009;48;44;1/20/09;305
Obama;11/20/2009;49;44;1/20/09;304
Obama;11/19/2009;49;44;1/20/09;303
Obama;11/18/2009;50;44;1/20/09;302
Obama;11/17/2009;50;42;1/20/09;301
Obama;11/16/2009;50;42;1/20/09;300
Obama;11/15/2009;53;38;1/20/09;299
Obama;11/14/2009;53;39;1/20/09;298
Obama;11/13/2009;54;38;1/20/09;297
Obama;11/12/2009;52;41;1/20/09;296
Obama;11/11/2009;53;41;1/20/09;295
Obama;11/10/2009;51;42;1/20/09;294
Obama;11/09/2009;54;39;1/20/09;293
Obama;11/08/2009;53;41;1/20/09;292
Obama;11/07/2009;54;41;1/20/09;291
Obama;11/06/2009;52;42;1/20/09;290
Obama;11/05/2009;52;42;1/20/09;289
Obama;11/04/2009;52;42;1/20/09;288
Obama;11/03/2009;50;43;1/20/09;287
Obama;11/02/2009;50;41;1/20/09;286
Obama;11/01/2009;53;39;1/20/09;285
Obama;10/31/2009;55;38;1/20/09;284
Obama;10/30/2009;55;40;1/20/09;283
Obama;10/29/2009;53;40;1/20/09;282
Obama;10/28/2009;51;43;1/20/09;281
Obama;10/27/2009;51;42;1/20/09;280
Obama;10/26/2009;51;41;1/20/09;279
Obama;10/25/2009;52;38;1/20/09;278
Obama;10/24/2009;55;38;1/20/09;277
Obama;10/23/2009;54;38;1/20/09;276
Obama;10/22/2009;54;39;1/20/09;275
Obama;10/21/2009;51;41;1/20/09;274
Obama;10/20/2009;50;42;1/20/09;273
Obama;10/19/2009;50;43;1/20/09;272
Obama;10/18/2009;51;42;1/20/09;271
Obama;10/17/2009;53;41;1/20/09;270
Obama;10/16/2009;54;40;1/20/09;269
Obama;10/15/2009;52;42;1/20/09;268
Obama;10/14/2009;53;40;1/20/09;267
Obama;10/13/2009;52;39;1/20/09;266
Obama;10/12/2009;56;36;1/20/09;265
Obama;10/11/2009;56;36;1/20/09;264
Obama;10/10/2009;56;37;1/20/09;263
Obama;10/09/2009;54;38;1/20/09;262
Obama;10/08/2009;53;40;1/20/09;261
Obama;10/07/2009;53;40;1/20/09;260
Obama;10/06/2009;51;42;1/20/09;259
Obama;10/05/2009;50;43;1/20/09;258
Obama;10/04/2009;51;42;1/20/09;257
Obama;10/03/2009;52;41;1/20/09;256
Obama;10/02/2009;53;40;1/20/09;255
Obama;10/01/2009;54;38;1/20/09;254
Obama;9/30/2009;54;38;1/20/09;253
Obama;9/29/2009;53;38;1/20/09;252
Obama;9/28/2009;52;39;1/20/09;251
Obama;9/27/2009;51;40;1/20/09;250
Obama;9/26/2009;51;41;1/20/09;249
Obama;9/25/2009;52;41;1/20/09;248
Obama;9/24/2009;50;42;1/20/09;247
Obama;9/23/2009;51;42;1/20/09;246
Obama;9/22/2009;51;41;1/20/09;245
Obama;9/21/2009;53;39;1/20/09;244
Obama;9/20/2009;53;40;1/20/09;243
Obama;9/19/2009;52;42;1/20/09;242
Obama;9/18/2009;52;42;1/20/09;241
Obama;9/17/2009;51;42;1/20/09;240
Obama;9/15/2009;51;41;1/20/09;238
Obama;9/14/2009;52;41;1/20/09;237
Obama;9/13/2009;53;40;1/20/09;236
Obama;09/12/2009;53;40;1/20/09;235
Obama;09/11/2009;52;41;1/20/09;234
Obama;09/10/2009;51;42;1/20/09;233
Obama;09/09/2009;51;42;1/20/09;232
Obama;09/08/2009;51;41;1/20/09;231
Obama;09/06/2009;51;41;1/20/09;229
Obama;09/05/2009;52;41;1/20/09;228
Obama;09/04/2009;53;40;1/20/09;227
Obama;09/03/2009;55;38;1/20/09;226
Obama;09/02/2009;55;39;1/20/09;225
Obama;09/01/2009;54;40;1/20/09;224
Obama;8/31/2009;52;42;1/20/09;223
Obama;8/30/2009;51;42;1/20/09;222
Obama;8/29/2009;50;42;1/20/09;221
Obama;8/28/2009;50;42;1/20/09;220
Obama;8/27/2009;50;43;1/20/09;219
Obama;8/26/2009;50;43;1/20/09;218
Obama;8/25/2009;51;44;1/20/09;217
Obama;8/24/2009;51;42;1/20/09;216
Obama;8/23/2009;52;40;1/20/09;215
Obama;8/22/2009;54;38;1/20/09;214
Obama;8/21/2009;53;40;1/20/09;213
Obama;8/20/2009;53;40;1/20/09;212
Obama;8/19/2009;51;42;1/20/09;211
Obama;8/18/2009;51;41;1/20/09;210
Obama;8/17/2009;52;42;1/20/09;209
Obama;8/16/2009;53;40;1/20/09;208
Obama;8/15/2009;54;39;1/20/09;207
Obama;8/14/2009;55;37;1/20/09;206
